Town,            Population, Country,            Page, Lat_Deg, Lat_Min, Lat_Dir, Lon_Deg, Lon_Min, Lon_Dir
Voshahni,        1423,       Zazahni,            400,  30,      15,      N,       12,      0,       W
Voshahni,        1724,       Zazahni,            408,  27,      45,      N,       12,      20,      W
Vosido,          1938,       Ek'gakel,           343,  44,      50,      N,       4,       40,      W
Vosido,          1076,       Tokis,              312,  38,      0,       N,       3,       35,      W
Vothogido,       1157,       Kalamar,            313,  37,      25,      N,       2,       0,       W
Vov,             370,        Kalamar,            318,  35,      5,       N,       1,       5,       E
Vovakogido,      1803,       Kalamar,            321,  34,      0,       N,       1,       35,      W
Vovido,          981,        Kalamar,            323,  33,      30,      N,       2,       45,      E
Vovokimupidu,    730,        Tokis,              312,  37,      45,      N,       5,       0,       W
Vovrden,         847,        Mendarn,            304,  40,      10,      N,       15,      40,      W
Vowidu,          401,        Kalamar,            317,  34,      35,      N,       1,       20,      W
Vowzahn,         316,        Ozhvinmish,         394,  32,      10,      N,       9,       5,       W
Vozhmish,        576,        Ahznomahn,          410,  28,      10,      N,       7,       55,      W
Vozmish,         1208,       Ozhvinmish,         400,  30,      30,      N,       14,      0,       W
Vozvahn,         742,        Meznamish,          392,  32,      35,      N,       15,      45,      W
Vozwhahn,        350,        Ozhvinmish,         395,  31,      30,      N,       7,       55,      W
Vrabden,         767,        Mendarn,            299,  40,      30,      N,       16,      40,      W
Vralden,         334,        Elosdesert,         311,  38,      5,       N,       7,       40,      W
Vralden,         723,        Mendarn,            308,  37,      15,      N,       18,      35,      W
Vrandol,         9700,       Vrandol,            396,  29,      50,      N,       23,      0,       W
Vrarlden,        427,        Mendarn,            304,  39,      5,       N,       14,      55,      W
Vraspven,        1169,       Cosdol,             284,  49,      30,      N,       14,      50,      W
Vrayd,           446,        Tharggy,            366,  40,      35,      N,       1,       15,      E
Vrehden,         771,        Cosdol,             290,  46,      30,      N,       14,      15,      W
Vreldden,        304,        Cosdol,             285,  50,      40,      N,       13,      35,      W
Vrenden,         803,        Eldor,              294,  44,      35,      N,       15,      30,      W
Vrendolen,       58400,      Pelbrolenon,        309,  36,      35,      N,       15,      50,      W
Vrepden,         301,        Delnondrianislands, 297,  42,      40,      N,       22,      10,      W
Vrihden,         741,        Mendarn,            304,  38,      15,      N,       16,      30,      W
Vrinden,         524,        Mendarn,            308,  37,      0,       N,       20,      0,       W
Vrindven,        924,        Mendarn,            308,  37,      5,       N,       18,      30,      W
Vriven,          1498,       Mendarn,            303,  38,      0,       N,       17,      50,      W
Vriyven,         1935,       Eldor,              294,  45,      30,      N,       17,      5,       W
Vrofden,         706,        Eldor,              299,  41,      30,      N,       15,      25,      W
Vrokk,           407,        Skarrna,            364,  44,      55,      N,       9,       30,      E
Vron,            796,        Drhokker,           362,  45,      0,       N,       4,       55,      E
Vroth,           1324,       Tharggy,            367,  42,      20,      N,       2,       50,      E
Vrovrven,        1254,       Eldor,              299,  43,      15,      N,       16,      40,      W
Vrowven,         1304,       Eldor,              294,  43,      25,      N,       17,      15,      W
Vrucden,         438,        Eldor,              299,  41,      50,      N,       15,      5,       W
Vruh,            318,        Korak,              341,  44,      0,       N,       10,      0,       W
Vruhden,         310,        Mendarn,            304,  37,      45,      N,       17,      10,      W
Vrukk,           759,        Tharggy,            367,  42,      35,      N,       3,       10,      E
Vrupven,         1217,       Pelbrolenon,        309,  36,      10,      N,       15,      25,      W
Vrykk,           624,        Rytarrwoods,        358,  49,      0,       N,       5,       50,      E
Vubido,          958,        Tokis,              312,  38,      30,      N,       4,       25,      W
Vubido,          1326,       Kalamar,            317,  35,      35,      N,       2,       50,      W
Vudven,          1767,       Mendarn,            303,  39,      55,      N,       17,      40,      W
Vugisido,        1174,       Dodera,             313,  38,      35,      N,       0,       30,      W
Vuka'okido,      2028,       Dodera,             313,  40,      10,      N,       1,       20,      W
Vunven,          1277,       Pelbrolenon,        309,  36,      30,      N,       16,      35,      W
Vuramathatido,   1484,       Basir,              320,  33,      25,      N,       5,       15,      W
Vurinido,        1526,       Paru'bor,           344,  44,      55,      N,       1,       20,      W
Vusotumekidu,    717,        Kalamar,            317,  37,      55,      N,       0,       35,      W
Vuthidu,         683,        Kalamar,            321,  32,      40,      N,       1,       50,      W
Vuvidu,          486,        Tarisato,           325,  28,      50,      N,       2,       5,       E
Vuvlden,         885,        Eldor,              294,  45,      10,      N,       15,      10,      W
Vykk,            342,        Drhokker,           358,  46,      45,      N,       5,       40,      E
Wabidu,          459,        Basir,              316,  34,      35,      N,       4,       30,      W
Wafenido,        906,        Kalamar,            325,  30,      50,      N,       0,       30,      E
Wafido,          1372,       Kalamar,            322,  34,      20,      N,       1,       0,       E
Wagidu,          727,        Kalamar,            317,  35,      10,      N,       2,       35,      W
Wahden,          900,        Mendarn,            303,  37,      50,      N,       19,      15,      W
Wahidu,          438,        Korak,              341,  43,      45,      N,       9,       50,      W
Wahidu,          538,        Kalamar,            322,  33,      35,      N,       1,       15,      E
Wahufido,        1573,       Kalamar,            314,  37,      30,      N,       0,       25,      W
Walarakido,      1853,       Kalamar,            322,  32,      5,       N,       0,       40,      E
